date,ticker,return
2026-01-07,009150,-0.0019
2026-01-07,003230,-0.0824
2026-01-07,000100,-0.011399999999999999
2026-01-07,298040,-0.0108
2026-01-07,047050,-0.0123
2026-01-07,005830,-0.0197
2026-01-07,003490,-0.0178
2026-01-07,000150,-0.0501
2026-01-07,047810,0.0
2026-01-07,010120,-0.0335
2026-01-07,071050,-0.0252
2026-01-07,443060,-0.018500000000000003
2026-01-07,042700,0.0152
2026-01-07,377300,-0.0574
2026-01-07,326030,-0.0095
2026-01-07,090430,-0.0098
2026-01-07,021240,-0.006
2026-01-07,180640,-0.0336
2026-01-07,000720,-0.0197
2026-01-07,010950,-0.050499999999999996
2026-01-07,000880,-0.0141
2026-01-07,087010,-0.029500000000000002
2026-01-07,005940,-0.0385
2026-01-07,278470,0.0139
2026-01-07,064400,-0.0143
2026-01-07,028300,-0.0055000000000000005
2026-01-07,086520,-0.0075
2026-01-07,032640,-0.021
2026-01-07,009830,-0.027200000000000002
2026-01-07,016360,-0.024
2026-01-07,029780,-0.0204
2026-01-07,214450,-0.0012
2026-01-07,005387,0.07780000000000001
2026-01-07,161390,-0.0225
2026-01-07,039490,-0.0282
2026-01-07,006260,-0.0416
2026-01-07,241560,-0.0165
2026-01-07,088980,-0.0009
2026-01-07,141080,0.020499999999999997
2026-01-07,277810,0.013000000000000001
2026-01-07,051900,-0.0169
2026-01-07,251270,-0.0192
2026-01-07,000250,0.032400000000000005
2026-01-07,004020,-0.0169
2026-01-07,138930,-0.0196
2026-01-07,028050,-0.0062
2026-01-07,078930,-0.0223
2026-01-07,175330,-0.011899999999999999
2026-01-07,034220,0.0187
2026-01-07,001040,-0.0084
2026-01-07,103140,-0.045599999999999995
2026-01-07,271560,0.0058
2026-01-07,307950,0.2644
2026-01-07,007660,-0.037000000000000005
2026-01-07,145020,-0.0154
2026-01-07,036570,-0.0046
2026-01-07,035250,-0.009300000000000001
2026-01-07,036460,-0.0128
2026-01-07,022100,-0.019
2026-01-07,454910,0.069
2026-01-07,011790,-0.038900000000000004
2026-01-07,005385,0.07730000000000001
2026-01-07,214150,-0.031400000000000004
2026-01-07,097950,-0.012199999999999999
2026-01-07,302440,-0.0348
2026-01-07,128940,-0.010700000000000001
2026-01-07,450080,-0.0239
2026-01-07,298380,0.0473
2026-01-07,011070,0.0223
2026-01-07,058470,-0.0317
2026-01-07,950160,0.0202
2026-01-07,011780,-0.0075
2026-01-07,008930,-0.0079
2026-01-07,052690,-0.0031
2026-01-07,214370,0.0075
2026-01-07,002380,0.0075
2026-01-07,017800,-0.0034000000000000002
2026-01-07,088350,-0.0169
2026-01-07,004990,-0.028399999999999998
2026-01-07,257720,0.0345
2026-01-07,026960,-0.025099999999999997
2026-01-07,041510,-0.0137
2026-01-07,001440,0.0077
2026-01-07,062040,-0.0108
2026-01-07,383220,0.0155
2026-01-07,031210,-0.0204
2026-01-07,011170,0.01
2026-01-07,489790,-0.0212
2026-01-07,192820,-0.0074
2026-01-07,012750,-0.0179
2026-01-07,111770,0.0425
2026-01-07,035900,-0.021
2026-01-07,039030,-0.0406
2026-01-07,018670,0.0022
2026-01-07,310210,0.009899999999999999
2026-01-07,082740,0.0104
2026-01-07,483650,0.012
2026-01-07,462870,-0.0256
2026-01-07,002790,-0.0352
2026-01-07,042670,0.0
2026-01-07,139480,0.0108
2026-01-07,030000,-0.0096
2026-01-07,139130,-0.0233
2026-01-07,001450,-0.0129
2026-01-07,000240,-0.0060999999999999995
2026-01-07,004370,-0.0131
2026-01-07,082270,-0.0584
2026-01-07,012510,-0.0171
2026-01-07,263750,-0.0144
2026-01-07,068760,-0.0275
2026-01-07,001720,-0.0096
2026-01-07,051600,-0.011899999999999999
2026-01-07,028670,0.0248
2026-01-07,018880,-0.0285
2026-01-07,161890,-0.0124
2026-01-07,081660,0.0048
2026-01-07,066970,-0.022400000000000003
2026-01-07,003690,-0.0158
2026-01-07,112610,-0.0148
2026-01-07,023530,0.014499999999999999
2026-01-07,403870,-0.152
2026-01-07,000120,0.018000000000000002
2026-01-07,282330,-0.0097
2026-01-07,361610,-0.0322
2026-01-07,008770,-0.0045000000000000005
2026-01-07,000990,-0.013300000000000001
2026-01-07,020560,-0.0217
2026-01-07,140860,-0.0064
2026-01-07,014680,0.0223
2026-01-07,065350,-0.0034999999999999996
2026-01-07,071970,-0.0353
2026-01-07,237690,0.0024
2026-01-07,069620,0.0083
2026-01-07,103590,0.0176
2026-01-07,006040,-0.014499999999999999
2026-01-07,375500,-0.030299999999999997
2026-01-07,009970,-0.0005
2026-01-07,010060,-0.023399999999999997
2026-01-07,007390,-0.026000000000000002
2026-01-07,006280,-0.0006
2026-01-07,034230,-0.022000000000000002
2026-01-07,004170,0.0962
2026-01-07,006360,-0.022400000000000003
2026-01-07,204320,0.0391
2026-01-07,069960,0.0735
2026-01-08,005930,-0.015600000000000001
2026-01-08,000660,0.0189
2026-01-08,373220,-0.0121
2026-01-08,207940,0.0668
2026-01-08,012450,0.07919999999999999
2026-01-08,005380,-0.0285
2026-01-08,005935,-0.013600000000000001
2026-01-08,105560,-0.0096
2026-01-08,000270,-0.034
2026-01-08,034020,-0.0036
2026-01-08,068270,0.0095
2026-01-08,035420,-0.0059
2026-01-08,329180,0.0449
2026-01-08,055550,-0.019
2026-01-08,028260,0.0208
2026-01-08,012330,-0.0038
2026-01-08,005490,-0.024399999999999998
2026-01-08,086790,-0.0171
2026-01-08,032830,-0.0173
2026-01-08,196170,0.0159
2026-01-08,042660,0.0701
2026-01-08,011200,0.0015
2026-01-08,035720,-0.0253
2026-01-08,015760,-0.0091
2026-01-08,009540,0.015600000000000001
2026-01-08,000810,-0.0288
2026-01-08,138040,0.009399999999999999
2026-01-08,064350,0.042
2026-01-08,402340,0.0023
2026-01-08,051910,-0.0141
2026-01-08,316140,-0.018000000000000002
2026-01-08,096770,0.0059
2026-01-08,267260,0.0499
2026-01-08,010140,0.0394
2026-01-08,010130,-0.0291
2026-01-08,259960,-0.0108
2026-01-08,033780,-0.0049
2026-01-08,024110,-0.0217
2026-01-08,034730,-0.0089
2026-01-08,006400,0.0018
2026-01-08,030200,-0.0172
2026-01-08,323410,-0.0139
2026-01-08,018260,-0.0124
2026-01-08,079550,0.0848
2026-01-08,066570,-0.0011
2026-01-08,003550,-0.0097
2026-01-08,017670,-0.005600000000000001
2026-01-08,003670,-0.0083
2026-01-08,006800,-0.0125
2026-01-08,352820,0.019799999999999998
2026-01-08,267250,0.015
2026-01-08,086280,0.0229
2026-01-08,247540,-0.0034000000000000002
2026-01-08,272210,0.0308
2026-01-08,009150,0.0168
2026-01-08,003230,0.0181
2026-01-08,000100,0.0009
2026-01-08,298040,0.0077
2026-01-08,047050,-0.0103
2026-01-08,005830,-0.0088
2026-01-08,003490,-0.0204
2026-01-08,000150,0.0013
2026-01-08,047810,0.0492
2026-01-08,010120,0.0147
2026-01-08,071050,-0.0276
2026-01-08,443060,-0.0361
2026-01-08,042700,-0.0043
2026-01-08,377300,-0.0083
2026-01-08,326030,0.0016
2026-01-08,090430,-0.0058
2026-01-08,021240,-0.0364
2026-01-08,180640,-0.0017000000000000001
2026-01-08,000720,0.004
2026-01-08,010950,0.0074
2026-01-08,000880,0.0369
2026-01-08,087010,0.0304
2026-01-08,005940,-0.0189
2026-01-08,278470,-0.011399999999999999
2026-01-08,064400,-0.021
2026-01-08,028300,-0.0608
2026-01-08,086520,-0.0097
2026-01-08,032640,-0.0076
2026-01-08,009830,-0.011200000000000002
2026-01-08,016360,-0.0078000000000000005
2026-01-08,029780,-0.0132
2026-01-08,214450,0.0694
2026-01-08,005387,-0.0425
2026-01-08,161390,-0.0053
2026-01-08,039490,-0.0113
2026-01-08,006260,-0.0313
2026-01-08,241560,-0.04019999999999999
2026-01-08,088980,-0.0045000000000000005
2026-01-08,141080,0.030699999999999998
2026-01-08,277810,-0.0408
2026-01-08,051900,0.0019
2026-01-08,251270,0.008199999999999999
2026-01-08,000250,-0.0392
2026-01-08,004020,-0.0034000000000000002
2026-01-08,138930,-0.013500000000000002
2026-01-08,028050,-0.0062
2026-01-08,078930,-0.021099999999999997
2026-01-08,175330,-0.004
2026-01-08,034220,-0.024700000000000003
2026-01-08,001040,-0.0175
2026-01-08,103140,0.008
2026-01-08,271560,0.001
2026-01-08,307950,0.0013
2026-01-08,007660,-0.0092
2026-01-08,145020,0.0291
2026-01-08,036570,0.0583
2026-01-08,035250,-0.0066
2026-01-08,036460,-0.0091
2026-01-08,022100,-0.042300000000000004
2026-01-08,454910,-0.0426
2026-01-08,011790,-0.017
2026-01-08,005385,-0.052199999999999996
2026-01-08,214150,0.009000000000000001
2026-01-08,097950,0.0025
2026-01-08,302440,0.0096
2026-01-08,128940,-0.0022
2026-01-08,450080,-0.0169
2026-01-08,298380,0.023799999999999998
2026-01-08,011070,0.0291
2026-01-08,058470,0.0016
2026-01-08,950160,0.0297
2026-01-08,011780,-0.0169
2026-01-08,008930,-0.018600000000000002
2026-01-08,052690,0.0115
2026-01-08,214370,0.0444
2026-01-08,002380,0.005
2026-01-08,017800,-0.0058
2026-01-08,088350,-0.0345
2026-01-08,004990,-0.0175
2026-01-08,257720,0.011899999999999999
2026-01-08,026960,-0.011899999999999999
2026-01-08,041510,0.0208
2026-01-08,001440,-0.013300000000000001
2026-01-08,062040,-0.0138
2026-01-08,383220,-0.026000000000000002
2026-01-08,031210,-0.042699999999999995
2026-01-08,011170,-0.018500000000000003
2026-01-08,489790,-0.0134
2026-01-08,192820,-0.0074
2026-01-08,012750,0.0182
2026-01-08,111770,-0.0233
2026-01-08,035900,0.021400000000000002
2026-01-08,039030,0.0098
2026-01-08,018670,-0.0264
2026-01-08,310210,-0.0098
2026-01-08,082740,0.0388
2026-01-08,483650,-0.023700000000000002
2026-01-08,462870,-0.0102
2026-01-08,002790,-0.0077
2026-01-08,042670,0.0
2026-01-08,139480,-0.042699999999999995
2026-01-08,030000,-0.012199999999999999
2026-01-08,139130,-0.0165
2026-01-08,001450,-0.09300000000000001
2026-01-08,000240,0.002
2026-01-08,004370,-0.0217
2026-01-08,082270,-0.0526
2026-01-08,012510,0.012
2026-01-08,263750,0.0106
2026-01-08,068760,0.0
2026-01-08,001720,-0.0277
2026-01-08,051600,-0.006
2026-01-08,028670,-0.0191
2026-01-08,018880,-0.032799999999999996
2026-01-08,161890,-0.009399999999999999
2026-01-08,081660,0.0
2026-01-08,066970,0.038900000000000004
2026-01-08,003690,-0.0347
2026-01-08,112610,-0.01
2026-01-08,023530,-0.0143
2026-01-08,403870,0.0361
2026-01-08,000120,-0.0219
2026-01-08,282330,0.0029
2026-01-08,361610,0.027000000000000003
2026-01-08,008770,-0.0045000000000000005
2026-01-08,000990,-0.0337
2026-01-08,020560,0.0052
2026-01-08,140860,-0.0388
2026-01-08,014680,-0.061500000000000006
2026-01-08,065350,-0.04
2026-01-08,071970,0.0677
2026-01-08,237690,0.0118
2026-01-08,069620,0.023700000000000002
2026-01-08,103590,-0.0252
2026-01-08,006040,0.0
2026-01-08,375500,-0.015
2026-01-08,009970,0.0032
2026-01-08,010060,-0.023
2026-01-08,007390,0.0049
2026-01-08,006280,-0.016200000000000003
2026-01-08,034230,0.0161
2026-01-08,004170,-0.0229
2026-01-08,006360,-0.0155
2026-01-08,204320,-0.0291
2026-01-08,069960,0.0022
2026-01-09,005930,0.0014000000000000002
2026-01-09,000660,-0.0159
2026-01-09,373220,-0.008199999999999999
2026-01-09,207940,-0.0037
2026-01-09,012450,0.11380000000000001
2026-01-09,005380,0.07490000000000001
2026-01-09,005935,0.0108
2026-01-09,105560,0.025099999999999997
2026-01-09,000270,0.0665
2026-01-09,034020,0.006
2026-01-09,068270,0.018799999999999997
2026-01-09,035420,0.012
2026-01-09,329180,0.0464
2026-01-09,055550,0.0039000000000000003
2026-01-09,028260,-0.0074
2026-01-09,012330,0.0217
2026-01-09,005490,0.0116
2026-01-09,086790,0.0109
2026-01-09,032830,0.0019
2026-01-09,196170,0.0679
2026-01-09,042660,0.0362
2026-01-09,011200,0.002
2026-01-09,035720,0.0069
2026-01-09,015760,0.0051
2026-01-09,009540,0.053
2026-01-09,000810,-0.0032
2026-01-09,138040,-0.0567
2026-01-09,064350,0.0379
2026-01-09,402340,0.0
2026-01-09,051910,-0.0079
2026-01-09,316140,0.0018
2026-01-09,096770,-0.028300000000000002
2026-01-09,267260,-0.016200000000000003
2026-01-09,010140,0.0873
2026-01-09,010130,-0.0507
2026-01-09,259960,0.0022
2026-01-09,033780,-0.0021
2026-01-09,024110,0.0049
2026-01-09,034730,0.0161
2026-01-09,006400,-0.0129
2026-01-09,030200,0.0097
2026-01-09,323410,0.0141
2026-01-09,018260,-0.016
2026-01-09,079550,0.0207
2026-01-09,066570,-0.0336
2026-01-09,003550,-0.013500000000000002
2026-01-09,017670,0.0038
2026-01-09,003670,-0.0146
2026-01-09,006800,-0.0199
2026-01-09,352820,-0.0134
2026-01-09,267250,0.0433
2026-01-09,086280,0.0134
2026-01-09,247540,-0.0301
2026-01-09,272210,0.2753
2026-01-09,009150,-0.022099999999999998
2026-01-09,003230,0.0229
2026-01-09,000100,0.0
2026-01-09,298040,0.025
2026-01-09,047050,0.0178
2026-01-09,005830,0.0
2026-01-09,003490,0.0208
2026-01-09,000150,-0.0158
2026-01-09,047810,0.049
2026-01-09,010120,-0.013500000000000002
2026-01-09,071050,0.028999999999999998
2026-01-09,443060,0.044000000000000004
